State,County,County FIPS Code,2010 Population,CO          8-hr (ppm),Pb           3-mo (µg/m3),NO2         AM (ppb),NO2          1-hr (ppb),O3            8-hr (ppm),PM10        24-hr (µg/m3),PM2.5     Wtd AM (µg/m3),PM2.5     24-hr (µg/m3),SO2         1-hr (ppb)
Alabama,Baldwin County,1003.0,182265.0,,,,,0.065,,7.6,18.0,
Alabama,Clay County,1027.0,13932.0,,,,,,,,,
Alabama,Colbert County,1033.0,54428.0,,,,,,,,,
Alabama,DeKalb County,1049.0,71109.0,,,,,0.066,,8.9,21.0,
Alabama,Elmore County,1051.0,79303.0,,,,,0.061,,,,
Alabama,Escambia County,1053.0,38319.0,,,,,,,,,
Alabama,Etowah County,1055.0,104430.0,,,,,0.065,,9.8,22.0,
Alabama,Houston County,1069.0,101547.0,,,,,,,,,
Alabama,Jefferson County,1073.0,658466.0,1.0,,9.0,40.0,0.075,90.0,10.1,24.0,12.0
Alabama,Madison County,1089.0,334811.0,,,,,0.067,61.0,8.6,21.0,
Alabama,Mobile County,1097.0,412992.0,,,,,0.064,47.0,8.7,19.0,
Alabama,Montgomery County,1101.0,229363.0,,,,,0.065,32.0,10.3,21.0,
Alabama,Morgan County,1103.0,119490.0,,,,,0.069,,7.3,17.0,
Alabama,Pike County,1109.0,32899.0,,0.15,,,,,,,
Alabama,Russell County,1113.0,52947.0,,,,,0.064,,9.5,25.0,
Alabama,Shelby County,1117.0,195085.0,,,,,0.065,,,,55.0
Alabama,Sumter County,1119.0,13763.0,,,,,0.056,,5.4,18.0,5.0
Alabama,Talladega County,1121.0,82291.0,,,,,,,,,
Alabama,Tuscaloosa County,1125.0,194656.0,,,,,0.063,,8.1,21.0,
Alabama,Walker County,1127.0,67023.0,,,,,,,,,
Alaska,Anchorage Municipality,2020.0,291826.0,2.0,,,,,88.0,4.2,14.0,
Alaska,Denali Borough,2068.0,1826.0,,,,,0.049,,,,
Alaska,Fairbanks North Star Borough,2090.0,97581.0,2.0,,,,0.05,138.0,11.7,63.0,15.0
Alaska,Juneau City and Borough,2110.0,31275.0,,,,,,36.0,4.7,16.0,
Alaska,Kenai Peninsula Borough,2122.0,55400.0,,,,,,,,,
Alaska,Ketchikan Gateway Borough,2130.0,13477.0,,,,,,,,,
Alaska,Matanuska-Susitna Borough,2170.0,88995.0,,,,,,130.0,4.1,18.0,
Alaska,Skagway Municipality,2232.0,968.0,,,,,,,,,
Arizona,Apache County,4001.0,71518.0,,,,,,76.0,2.6,6.0,
Arizona,Cochise County,4003.0,131346.0,,,,,0.067,80.0,,,
Arizona,Coconino County,4005.0,134421.0,,,,,0.068,,,,
Arizona,Gila County,4007.0,53597.0,,0.05,,,0.076,123.0,,,68.0
Arizona,La Paz County,4012.0,20489.0,,,,,0.069,145.0,2.4,10.0,
Arizona,Maricopa County,4013.0,3817117.0,2.0,,24.0,58.0,0.083,207.0,9.8,32.0,4.0
Arizona,Mohave County,4015.0,200186.0,,,,,,138.0,,,
Arizona,Navajo County,4017.0,107449.0,,,,,0.063,39.0,,,
Arizona,Pima County,4019.0,980263.0,1.0,,13.0,39.0,0.07,201.0,7.8,16.0,1.0
Arizona,Pinal County,4021.0,375770.0,,,,,0.075,387.0,9.6,26.0,
Arizona,Santa Cruz County,4023.0,47420.0,,,,,,126.0,7.6,26.0,
Arizona,Yavapai County,4025.0,211033.0,,,,,0.064,,,,
Arizona,Yuma County,4027.0,195751.0,,,,,0.072,350.0,8.0,22.0,
Arkansas,Arkansas County,5001.0,19019.0,,,,,,,8.6,20.0,
Arkansas,Ashley County,5003.0,21853.0,,,,,,,8.6,20.0,
Arkansas,Benton County,5007.0,221339.0,,,,,,,,,
Arkansas,Clark County,5019.0,22995.0,,,,,0.065,,,,
Arkansas,Craighead County,5031.0,96443.0,,,,,,,,,
Arkansas,Crittenden County,5035.0,50902.0,,,5.0,34.0,0.074,,8.8,19.0,
Arkansas,Faulkner County,5045.0,113237.0,,,,,,,,,
Arkansas,Garland County,5051.0,96024.0,,,,,,,,,
Arkansas,Jackson County,5067.0,17997.0,,,,,,,9.0,23.0,
Arkansas,Jefferson County,5069.0,77435.0,,,,,,,,,
Arkansas,Marion County,5089.0,16653.0,,,,,,,,,
Arkansas,Miller County,5091.0,43462.0,,,,,,,,,
Arkansas,Mississippi County,5093.0,46480.0,,,,,,,,,
Arkansas,Newton County,5101.0,8330.0,,,,,0.065,,,,
Arkansas,Phillips County,5107.0,21757.0,,,,,,,,,
Arkansas,Polk County,5113.0,20662.0,,,,,0.054,,8.7,18.0,
Arkansas,Pope County,5115.0,61754.0,,,,,,,,,
Arkansas,Pulaski County,5119.0,382748.0,1.0,,3.0,13.0,0.07,39.0,10.8,23.0,4.0
Arkansas,Sebastian County,5131.0,125744.0,,,,,,,,,
Arkansas,Union County,5139.0,41639.0,,,,,,,9.8,20.0,
Arkansas,Washington County,5143.0,203065.0,,,,,0.072,31.0,,,
Arkansas,White County,5145.0,77076.0,,,,,,,,,
California,Alameda County,6001.0,1510271.0,4.0,,11.0,102.0,0.069,,8.7,23.0,2.0
California,Amador County,6005.0,38091.0,,,,,0.062,,,,
California,Butte County,6007.0,220000.0,1.0,,5.0,,0.066,77.0,7.8,23.0,
California,Calaveras County,6009.0,45578.0,,,,,0.065,36.0,5.5,15.0,
California,Colusa County,6011.0,21419.0,,,,,0.059,76.0,7.4,23.0,
California,Contra Costa County,6013.0,1049025.0,1.0,,5.0,28.0,0.063,48.0,9.9,22.0,18.0
California,Del Norte County,6015.0,28610.0,,,,,,,,,
California,El Dorado County,6017.0,181058.0,,,,,0.072,38.0,,,
California,Fresno County,6019.0,930450.0,2.0,,17.0,51.0,0.082,126.0,12.6,40.0,5.0
California,Glenn County,6021.0,28122.0,,,,,0.06,67.0,,,
California,Humboldt County,6023.0,134623.0,,,2.0,14.0,0.047,44.0,7.0,148.0,1.0
California,Imperial County,6025.0,174528.0,2.0,,9.0,55.0,0.081,523.0,9.5,30.0,5.0
California,Inyo County,6027.0,18546.0,0.0,,,,0.071,700.0,8.5,27.0,1.0
California,Kern County,6029.0,839631.0,1.0,,19.0,48.0,0.089,130.0,13.6,38.0,
California,Kings County,6031.0,152982.0,,,7.0,38.0,0.079,143.0,12.5,37.0,
California,Lake County,6033.0,64665.0,,,,,0.048,26.0,4.1,14.0,
California,Los Angeles County,6037.0,9818605.0,3.0,0.02,21.0,61.0,0.103,105.0,11.1,28.0,8.0
California,Madera County,6039.0,150865.0,,,5.0,24.0,0.077,114.0,9.9,28.0,
California,Marin County,6041.0,252409.0,1.0,,6.0,31.0,0.05,40.0,5.4,16.0,
California,Mariposa County,6043.0,18251.0,,,,,0.068,157.0,,,
California,Mendocino County,6045.0,87841.0,,,,,0.049,62.0,12.1,32.0,
California,Merced County,6047.0,255793.0,,,6.0,33.0,0.075,105.0,9.6,32.0,
California,Modoc County,6049.0,9686.0,,,,,,,,,
California,Mono County,6051.0,14202.0,,,,,,1495.0,7.0,22.0,
California,Monterey County,6053.0,415057.0,1.0,,3.0,24.0,0.053,67.0,7.7,18.0,
California,Napa County,6055.0,136484.0,,,,,,,,,
California,Nevada County,6057.0,98764.0,,,,,0.07,,4.7,12.0,
California,Orange County,6059.0,3010232.0,2.0,,20.0,50.0,0.077,124.0,9.2,23.0,
California,Placer County,6061.0,348432.0,,,6.0,33.0,0.077,45.0,7.5,19.0,
California,Plumas County,6063.0,20007.0,,,,,,,11.9,40.0,
California,Riverside County,6065.0,2189641.0,1.0,0.01,12.0,47.0,0.099,619.0,11.8,37.0,2.0
California,Sacramento County,6067.0,1418788.0,,,9.0,28.0,0.077,50.0,9.4,28.0,2.0
California,San Benito County,6069.0,55269.0,,,,,0.066,59.0,4.0,15.0,
California,San Bernardino County,6071.0,2035210.0,1.0,0.01,27.0,69.0,0.107,307.0,12.3,26.0,1.0
California,San Diego County,6073.0,3095313.0,1.0,0.02,14.0,49.0,0.08,142.0,12.5,24.0,
California,San Francisco County,6075.0,805235.0,1.0,,8.0,40.0,0.041,,,,
California,San Joaquin County,6077.0,685306.0,1.0,,8.0,23.0,0.064,113.0,7.9,30.0,
California,San Luis Obispo County,6079.0,269637.0,,,4.0,29.0,0.073,127.0,6.8,19.0,2.0
California,San Mateo County,6081.0,718451.0,1.0,,8.0,36.0,0.052,,8.0,22.0,
California,Santa Barbara County,6083.0,423895.0,1.0,,2.0,18.0,0.062,81.0,8.0,19.0,2.0
California,Santa Clara County,6085.0,1781642.0,1.0,0.02,13.0,44.0,0.067,,8.2,25.0,2.0
California,Santa Cruz County,6087.0,262382.0,,,,,0.051,,5.6,15.0,
California,Shasta County,6089.0,177223.0,,,,,0.067,27.0,6.8,21.0,
California,Siskiyou County,6093.0,44900.0,,,,,0.059,,11.0,74.0,
California,Solano County,6095.0,413344.0,2.0,,6.0,,0.061,32.0,5.9,16.0,3.0
California,Sonoma County,6097.0,483878.0,1.0,,3.0,25.0,0.046,48.0,5.0,17.0,
California,Stanislaus County,6099.0,514453.0,1.0,,8.0,39.0,0.077,121.0,10.5,33.0,
California,Sutter County,6101.0,94737.0,,,6.0,33.0,0.067,57.0,8.4,24.0,
California,Tehama County,6103.0,63463.0,,,,,0.069,69.0,6.1,15.0,
California,Trinity County,6105.0,13786.0,,,,,,,,,
California,Tulare County,6107.0,442179.0,,,7.0,36.0,0.087,104.0,11.7,70.0,
California,Tuolumne County,6109.0,55365.0,,,,,0.067,,,,
California,Ventura County,6111.0,823318.0,,,5.0,29.0,0.076,71.0,6.5,16.0,
California,Yolo County,6113.0,200849.0,,,3.0,,0.065,57.0,7.4,24.0,
Colorado,Adams County,8001.0,441603.0,1.0,,16.0,56.0,0.07,89.0,8.3,24.0,6.0
Colorado,Alamosa County,8003.0,15445.0,,,,,,66.0,,,
Colorado,Arapahoe County,8005.0,572003.0,,,,,0.075,,5.4,16.0,
Colorado,Archuleta County,8007.0,12084.0,,,2.0,13.0,0.056,99.0,,,
Colorado,Boulder County,8013.0,294567.0,,,,,0.071,39.0,6.8,19.0,
Colorado,Chaffee County,8015.0,17809.0,,,,,0.062,,,,
Colorado,Clear Creek County,8019.0,9088.0,,,,,0.063,,,,
Colorado,Delta County,8029.0,30952.0,,,,,,,,,
Colorado,Denver County,8031.0,600158.0,2.0,,24.0,65.0,0.07,48.0,8.7,23.0,5.0
Colorado,Douglas County,8035.0,285465.0,,,,,0.076,,5.0,13.0,
Colorado,Elbert County,8039.0,23086.0,,,,,,,,,
Colorado,El Paso County,8041.0,622263.0,1.0,,,,0.069,32.0,5.4,13.0,5.0
Colorado,Fremont County,8043.0,46824.0,,,,,,43.0,,,
Colorado,Garfield County,8045.0,56389.0,,,,,0.06,28.0,,,
Colorado,Gilpin County,8047.0,5441.0,,,,,0.073,,,,
Colorado,Grand County,8049.0,14843.0,,,,,0.048,,,,
Colorado,Gunnison County,8051.0,15324.0,,,,,0.066,,,,
Colorado,Jackson County,8057.0,1394.0,,,2.0,15.0,0.046,30.0,,,
Colorado,Jefferson County,8059.0,534543.0,,,3.0,32.0,0.077,,,,
Colorado,La Plata County,8067.0,51334.0,1.0,,4.0,,0.067,,,,
Colorado,Larimer County,8069.0,299630.0,1.0,,,,0.071,,,,
Colorado,Mesa County,8077.0,146723.0,,,,,0.061,37.0,4.4,10.0,
Colorado,Montezuma County,8083.0,25535.0,,,,,0.062,,,,
Colorado,Park County,8093.0,16206.0,,,,,0.046,,,,
Colorado,Pitkin County,8097.0,17148.0,,,,,,50.0,,,
Colorado,Prowers County,8099.0,12551.0,,,,,,86.0,,,
Colorado,Pueblo County,8101.0,159063.0,,,,,0.067,61.0,5.2,10.0,
Colorado,Rio Blanco County,8103.0,6666.0,,,1.0,3.0,0.071,,,,
Colorado,Routt County,8107.0,23509.0,,,,,,60.0,,,
Colorado,San Miguel County,8113.0,7359.0,,,,,0.054,34.0,,,
Colorado,Weld County,8123.0,252825.0,1.0,,7.0,47.0,0.068,,7.7,23.0,
Connecticut,Fairfield County,9001.0,916829.0,,,9.0,47.0,0.082,106.0,8.7,27.0,4.0
Connecticut,Hartford County,9003.0,894014.0,1.0,,13.0,46.0,0.073,84.0,8.2,24.0,
Connecticut,Litchfield County,9005.0,189927.0,1.0,,,,0.076,,6.0,23.0,1.0
Connecticut,Middlesex County,9007.0,165676.0,,,,,0.075,,,,
Connecticut,New Haven County,9009.0,862477.0,1.0,,11.0,50.0,0.078,34.0,8.5,25.0,2.0
Connecticut,New London County,9011.0,274055.0,,,,,0.073,,7.2,24.0,
Connecticut,Tolland County,9013.0,152691.0,,,,,0.07,,,,
Connecticut,Windham County,9015.0,118428.0,,,,,0.063,,,,
Delaware,Kent County,10001.0,162310.0,,,,,0.069,,8.0,39.0,
Delaware,New Castle County,10003.0,538479.0,,,,,0.072,,8.7,37.0,
Delaware,Sussex County,10005.0,197145.0,,,,,0.068,,9.0,29.0,
District of Columbia,District of Columbia,11001.0,601723.0,2.0,,15.0,46.0,0.076,142.0,9.7,30.0,3.0
Florida,Alachua County,12001.0,247336.0,,,,,0.058,,6.3,17.0,
Florida,Baker County,12003.0,27115.0,,,,,0.058,,,,
Florida,Bay County,12005.0,168852.0,,,,,0.061,,,,
Florida,Brevard County,12009.0,543376.0,,,,,0.064,58.0,6.5,14.0,
Florida,Broward County,12011.0,1748066.0,2.0,,15.0,45.0,0.06,64.0,9.4,24.0,2.0
Florida,Citrus County,12017.0,141236.0,,,,,,,,,22.0
Florida,Collier County,12021.0,321520.0,,,,,0.062,,,,
Florida,Columbia County,12023.0,67531.0,,,,,0.061,,,,
Florida,Duval County,12031.0,864263.0,1.0,,10.0,40.0,0.062,55.0,7.9,20.0,5.0
Florida,Escambia County,12033.0,297619.0,,,,,0.066,56.0,9.4,21.0,7.0
Florida,Flagler County,12035.0,95696.0,,,,,0.059,,,,
Florida,Hamilton County,12047.0,14799.0,,,,,,,,,10.0
Florida,Highlands County,12055.0,98786.0,,,,,0.062,,,,
Florida,Hillsborough County,12057.0,1229226.0,1.0,0.05,9.0,36.0,0.069,76.0,7.8,16.0,48.0
Florida,Holmes County,12059.0,19927.0,,,,,0.058,,,,
Florida,Indian River County,12061.0,138028.0,,,,,0.058,,,,
Florida,Lake County,12069.0,297052.0,,,,,0.064,,,,
Florida,Lee County,12071.0,618754.0,,,,,0.064,,,,
Florida,Leon County,12073.0,275487.0,,,,,0.059,,8.1,18.0,
Florida,Liberty County,12077.0,8365.0,,,,,0.055,,,,
Florida,Manatee County,12081.0,322833.0,,,,,0.066,,,,
Florida,Marion County,12083.0,331298.0,,,,,0.062,,,,
Florida,Martin County,12085.0,146318.0,,,,,0.057,70.0,6.8,15.0,
Florida,Miami-Dade County,12086.0,2496435.0,1.0,,14.0,53.0,0.066,65.0,7.5,17.0,1.0
Florida,Nassau County,12089.0,73314.0,,,,,,,,,40.0
Florida,Okaloosa County,12091.0,180822.0,,,,,0.06,57.0,,,
Florida,Orange County,12095.0,1145956.0,1.0,,,,0.069,54.0,6.8,15.0,4.0
Florida,Osceola County,12097.0,268685.0,,,,,0.061,,,,
Florida,Palm Beach County,12099.0,1320134.0,,,,,0.057,62.0,6.7,16.0,
Florida,Pasco County,12101.0,464697.0,,,,,0.065,,,,
Florida,Pinellas County,12103.0,916542.0,1.0,,7.0,27.0,0.067,59.0,7.5,16.0,8.0
Florida,Polk County,12105.0,602095.0,,,,,0.066,51.0,,,15.0
Florida,Putnam County,12107.0,74364.0,,,,,,53.0,,,
Florida,St. Lucie County,12111.0,277789.0,,,,,0.059,,,,
Florida,Santa Rosa County,12113.0,151372.0,,,,,0.064,,,,
Florida,Sarasota County,12115.0,379448.0,,,,,0.066,53.0,7.0,16.0,
Florida,Seminole County,12117.0,422718.0,,,,,0.063,42.0,6.4,16.0,
Florida,Volusia County,12127.0,494593.0,,,,,0.058,54.0,7.5,18.0,
Florida,Wakulla County,12129.0,30776.0,1.0,,,,0.057,,,,2.0
Georgia,Bibb County,13021.0,155547.0,,,,,0.068,,11.1,27.0,3.0
Georgia,Chatham County,13051.0,265128.0,,,,,0.061,,8.8,24.0,44.0
Georgia,Chattooga County,13055.0,26015.0,,,,,0.063,,,,
Georgia,Clarke County,13059.0,116714.0,,,,,0.068,,9.3,26.0,
Georgia,Clayton County,13063.0,259424.0,,,,,,,9.7,22.0,
Georgia,Cobb County,13067.0,688078.0,,,,,0.064,,10.4,26.0,
Georgia,Coffee County,13069.0,42356.0,,,,,,,7.9,21.0,
Georgia,Columbia County,13073.0,124053.0,,,,,0.059,,,,
Georgia,Dawson County,13085.0,22330.0,,,,,0.067,,,,
Georgia,DeKalb County,13089.0,691893.0,1.0,,15.0,48.0,0.071,60.0,9.3,22.0,2.0
Georgia,Dougherty County,13095.0,94565.0,,,,,,,9.4,29.0,
Georgia,Douglas County,13097.0,132403.0,,,,,0.072,,,,
Georgia,Floyd County,13115.0,96317.0,,,,,,,,,
Georgia,Fulton County,13121.0,920581.0,2.0,,15.0,45.0,0.077,52.0,10.6,24.0,5.0
Georgia,Glynn County,13127.0,79626.0,,,,,0.058,,8.2,20.0,
Georgia,Gwinnett County,13135.0,805321.0,,,,,0.075,,9.7,28.0,
Georgia,Hall County,13139.0,179684.0,,,,,,,8.9,23.0,
Georgia,Henry County,13151.0,203922.0,,,,,0.072,,,,
Georgia,Houston County,13153.0,139900.0,,,,,,,9.4,23.0,
Georgia,Lowndes County,13185.0,109233.0,,,,,,,9.5,25.0,
Georgia,Murray County,13213.0,39628.0,,,,,0.07,,,,
Georgia,Muscogee County,13215.0,189885.0,,,,,0.064,,10.5,25.0,
Georgia,Paulding County,13223.0,142324.0,,,,,,,,,
Georgia,Pike County,13231.0,17869.0,,,,,0.074,,,,
Georgia,Richmond County,13245.0,200549.0,,,,,0.063,47.0,9.9,23.0,44.0
Georgia,Rockdale County,13247.0,85215.0,,,,,0.072,,,,
Georgia,Sumter County,13261.0,32819.0,,,,,0.064,,,,
Georgia,Walker County,13295.0,68756.0,,,,,,,11.0,30.0,
Georgia,Washington County,13303.0,21187.0,,,,,,,10.5,30.0,
Georgia,Wilkinson County,13319.0,9563.0,,,,,,,,,
Hawaii,Hawaii County,15001.0,185079.0,,,,,,,3.6,12.0,236.0
Hawaii,Honolulu County,15003.0,953207.0,0.0,,3.0,23.0,0.046,46.0,4.1,10.0,60.0
Hawaii,Kauai County,15007.0,67091.0,,,,,,,,,
Hawaii,Maui County,15009.0,154834.0,,,,,,,4.0,8.0,
Idaho,Ada County,16001.0,392365.0,1.0,,8.0,38.0,0.066,61.0,,,3.0
Idaho,Bannock County,16005.0,82839.0,,,,,0.057,655.0,,,42.0
Idaho,Benewah County,16009.0,9285.0,,,,,,,9.4,28.0,
Idaho,Boise County,16015.0,7028.0,,,,,,,,,
Idaho,Bonner County,16017.0,40877.0,,,,,,82.0,,,
Idaho,Bonneville County,16019.0,104234.0,,,,,,,,,
Idaho,Boundary County,16021.0,10972.0,,,,,,,,,
Idaho,Butte County,16023.0,2891.0,,,,,0.06,,,,
Idaho,Canyon County,16027.0,188923.0,,,,,,84.0,,,
Idaho,Caribou County,16029.0,6963.0,,,,,,,,,43.0
Idaho,Franklin County,16041.0,12786.0,,,,,,,6.3,24.0,
Idaho,Gem County,16045.0,16719.0,,,,,,,,,
Idaho,Idaho County,16049.0,16267.0,,,,,0.055,,,,
Idaho,Jerome County,16053.0,22374.0,,,,,,,,,
Idaho,Kootenai County,16055.0,138494.0,,,,,,,,,
Idaho,Latah County,16057.0,37244.0,,,,,,,,,
Idaho,Lemhi County,16059.0,7936.0,,,,,,,7.5,26.0,
Idaho,Nez Perce County,16069.0,39265.0,,,,,,,,,
Idaho,Power County,16077.0,7817.0,,,,,,,,,
Idaho,Shoshone County,16079.0,12765.0,,,,,,76.0,9.9,30.0,
Idaho,Twin Falls County,16083.0,77230.0,,,,,,,,,
Idaho,Valley County,16085.0,9862.0,,,,,,,,,
Illinois,Adams County,17001.0,67103.0,,,,,0.076,,,,
Illinois,Champaign County,17019.0,201081.0,1.0,,,,0.077,,8.7,22.0,3.0
Illinois,Clark County,17023.0,16335.0,,,,,0.075,,,,
Illinois,Cook County,17031.0,5194675.0,1.0,0.06,17.0,54.0,0.086,137.0,11.2,31.0,11.0
Illinois,DuPage County,17043.0,916924.0,,,,,0.082,,10.9,28.0,
Illinois,Effingham County,17049.0,34242.0,,,,,0.078,,,,
Illinois,Hamilton County,17065.0,8457.0,,,,,0.074,,8.6,23.0,
Illinois,Jersey County,17083.0,22985.0,,,,,0.082,,8.5,22.0,
Illinois,Jo Daviess County,17085.0,22678.0,,,,,0.076,,,,
Illinois,Kane County,17089.0,515269.0,,,,,0.084,,10.2,26.0,
Illinois,Lake County,17097.0,703462.0,,,,,0.081,,,,
Illinois,LaSalle County,17099.0,113924.0,,,,,,,,,16.0
Illinois,McHenry County,17111.0,308760.0,,,,,0.084,,9.8,30.0,
Illinois,McLean County,17113.0,169572.0,,,,,0.077,,10.2,27.0,
Illinois,Macon County,17115.0,110768.0,,,,,0.079,,9.7,25.0,66.0
Illinois,Macoupin County,17117.0,47765.0,,,2.0,15.0,0.075,,,,3.0
Illinois,Madison County,17119.0,269282.0,,0.1,,,0.078,53.0,10.2,22.0,14.0
Illinois,Monroe County,17133.0,32957.0,,,,,,,,,6.0
Illinois,Peoria County,17143.0,186494.0,,,,,0.08,,,,
Illinois,Randolph County,17157.0,33476.0,,,,,0.08,,8.0,22.0,
Illinois,Rock Island County,17161.0,147546.0,,,,,0.079,,10.4,28.0,
Illinois,St. Clair County,17163.0,270056.0,,,8.0,38.0,0.077,,10.8,25.0,11.0
Illinois,Sangamon County,17167.0,197465.0,,,,,0.077,,9.6,22.0,
Illinois,Tazewell County,17179.0,135394.0,,,,,,,,,5.0
Illinois,Wabash County,17185.0,11947.0,,,,,,,,,10.0
Illinois,Will County,17197.0,677560.0,,,,,0.08,,11.1,31.0,
Illinois,Winnebago County,17201.0,295266.0,,,,,0.08,,10.5,34.0,
Indiana,Allen County,18003.0,355329.0,,,,,0.075,,,,
Indiana,Bartholomew County,18005.0,76794.0,,,,,0.076,,8.4,24.0,
Indiana,Boone County,18011.0,56640.0,,,,,0.076,,,,
Indiana,Brown County,18013.0,15242.0,,,,,0.066,,,,
Indiana,Carroll County,18015.0,20155.0,,,,,0.074,,,,
Indiana,Clark County,18019.0,110232.0,,,,,0.072,42.0,10.7,31.0,
Indiana,Delaware County,18035.0,117671.0,,0.03,,,0.071,,8.3,25.0,
Indiana,Dubois County,18037.0,41889.0,,,,,,60.0,8.6,23.0,
Indiana,Elkhart County,18039.0,197559.0,,,,,0.071,,9.4,30.0,
Indiana,Floyd County,18043.0,74578.0,,,,,0.071,,8.4,26.0,5.0
Indiana,Gibson County,18051.0,33503.0,,,,,,,,,22.0
Indiana,Greene County,18055.0,33165.0,,,,,0.077,,8.5,28.0,
Indiana,Hamilton County,18057.0,274569.0,,,,,0.072,,9.9,35.0,
Indiana,Hendricks County,18063.0,145448.0,,,,,0.071,,,,
Indiana,Henry County,18065.0,49462.0,,,,,,,9.4,39.0,
Indiana,Howard County,18067.0,82752.0,,,,,0.074,,8.6,25.0,
Indiana,Knox County,18083.0,38440.0,,,,,0.075,,,,
Indiana,Lake County,18089.0,496005.0,,0.1,7.0,44.0,0.076,101.0,11.0,30.0,24.0
Indiana,LaPorte County,18091.0,111467.0,,,,,0.077,,8.7,20.0,
Indiana,Madison County,18095.0,131636.0,,,,,0.073,,9.8,38.0,
Indiana,Marion County,18097.0,903393.0,2.0,,13.0,44.0,0.077,147.0,13.7,44.0,3.0
Indiana,Monroe County,18105.0,137974.0,,,,,,,8.7,28.0,
Indiana,Montgomery County,18107.0,38124.0,,,,,,,,,
Indiana,Perry County,18123.0,19338.0,,,,,0.067,,,,
Indiana,Porter County,18127.0,164343.0,,0.01,,,0.077,103.0,9.7,31.0,79.0
Indiana,Posey County,18129.0,25910.0,,,,,0.074,,,,
Indiana,St. Joseph County,18141.0,266931.0,,,4.0,30.0,0.073,,10.5,32.0,
Indiana,Shelby County,18145.0,44436.0,,,,,0.071,,,,
Indiana,Spencer County,18147.0,20952.0,,,,,,,8.7,20.0,
Indiana,Sullivan County,18153.0,21475.0,,,,,,,,,
Indiana,Tippecanoe County,18157.0,172780.0,,,,,,,9.2,26.0,
Indiana,Vanderburgh County,18163.0,179703.0,1.0,,3.0,25.0,0.075,53.0,10.1,26.0,7.0
Indiana,Vigo County,18167.0,107848.0,,,,,0.072,,10.5,27.0,4.0
Indiana,Wabash County,18169.0,32888.0,,,,,0.07,,,,
Indiana,Warrick County,18173.0,59689.0,,,,,0.074,,,,20.0
Indiana,Whitley County,18183.0,33292.0,,,,,,,10.0,33.0,
Iowa,Black Hawk County,19013.0,131090.0,,,,,,,9.5,25.0,
Iowa,Bremer County,19017.0,24276.0,,,,,0.078,,,,
Iowa,Cerro Gordo County,19033.0,44151.0,,,,,,62.0,,,
Iowa,Clinton County,19045.0,49116.0,,,,,0.078,,10.3,26.0,17.0
Iowa,Delaware County,19055.0,17764.0,,,,,,,,,
Iowa,Emmet County,19063.0,10302.0,,,,,,,,,
Iowa,Harrison County,19085.0,14928.0,,,,,0.077,,,,
Iowa,Johnson County,19103.0,130882.0,,,,,,,9.7,25.0,
Iowa,Lee County,19111.0,35862.0,,,,,,,,,
Iowa,Linn County,19113.0,211226.0,,,,,0.08,68.0,9.9,25.0,10.0
Iowa,Montgomery County,19137.0,10740.0,,,,,0.072,,8.1,20.0,
Iowa,Muscatine County,19139.0,42745.0,,,,,,52.0,9.7,24.0,9.0
Iowa,Palo Alto County,19147.0,9421.0,,,,,0.075,,8.9,25.0,
Iowa,Polk County,19153.0,430640.0,,,,,0.077,56.0,10.2,31.0,
Iowa,Pottawattamie County,19155.0,93158.0,,0.06,,,,46.0,9.7,33.0,
Iowa,Scott County,19163.0,165224.0,1.0,,,,0.08,109.0,9.7,22.0,4.0
Iowa,Story County,19169.0,89542.0,,,,,,,,,
Iowa,Tama County,19171.0,17767.0,,,,,,,,,
Iowa,Van Buren County,19177.0,7570.0,,,2.0,7.0,0.068,48.0,8.0,18.0,3.0
Iowa,Woodbury County,19193.0,102172.0,,,,,,,9.7,28.0,
Iowa,Wright County,19197.0,13229.0,,,,,,,,,
Kansas,Ford County,20057.0,33848.0,,,,,,127.0,,,
Kansas,Johnson County,20091.0,544179.0,,,,,0.073,256.0,8.7,22.0,
Kansas,Leavenworth County,20103.0,76227.0,,,,,0.074,,,,
Kansas,Linn County,20107.0,9656.0,,,,,,,,,
Kansas,Neosho County,20133.0,16512.0,,,2.0,16.0,0.067,94.0,10.2,24.0,
Kansas,Saline County,20169.0,55606.0,,0.03,,,,,,,
Kansas,Sedgwick County,20173.0,498365.0,,,6.0,,0.068,93.0,,,
Kansas,Shawnee County,20177.0,177934.0,,,,,0.074,108.0,8.9,22.0,
Kansas,Sherman County,20181.0,6010.0,,,,,,99.0,,,
Kansas,Sumner County,20191.0,24132.0,,,3.0,23.0,0.067,99.0,,,2.0
Kansas,Trego County,20195.0,3001.0,,,2.0,8.0,0.069,88.0,7.5,19.0,2.0
Kansas,Wyandotte County,20209.0,157505.0,1.0,,9.0,43.0,0.077,75.0,9.6,27.0,
Kentucky,Bell County,21013.0,28691.0,,,,,0.061,,9.4,24.0,
Kentucky,Boone County,21015.0,118811.0,,,,,0.077,,,,
Kentucky,Boyd County,21019.0,49542.0,,,5.0,29.0,0.065,65.0,8.3,26.0,5.0
Kentucky,Bullitt County,21029.0,74319.0,,,,,0.074,,,,
Kentucky,Campbell County,21037.0,90336.0,,,5.0,25.0,0.066,,8.7,26.0,5.0
Kentucky,Carter County,21043.0,27720.0,,,,,0.061,37.0,6.8,23.0,
Kentucky,Christian County,21047.0,73955.0,,,,,0.07,,8.6,22.0,
